ID,Fault_Type,Phase,RMS_Voltage,Peak_Voltage,THD,Duration_ms,DWT_Energy_Level1,DWT_Energy_Level2,DWT_Entropy,Signal_Noise_Ratio_dB,Label
2035,Sag,C,158.22,223.76,3.28,121,66.94,42.53,1.68,38.62,1
2036,Transient,C,226.14,431.21,5.66,120,34.91,16.5,2.86,34.66,3
2037,Transient,A,228.9,414.79,5.77,185,49.52,26.9,4.84,34.65,3
2038,Normal,B,223.34,315.84,1.77,83,92.35,18.67,3.97,34.28,0
2039,Sag,B,153.9,217.65,4.09,210,15.94,22.27,4.0,38.26,1
2040,Sag,C,141.63,200.29,3.05,296,72.25,20.12,2.04,39.13,1
2041,Harmonics,C,221.77,313.63,9.22,269,78.32,31.94,4.84,23.83,4
2042,Sag,C,137.36,194.25,3.7,266,58.61,32.5,4.99,39.5,1
2043,Swell,B,245.81,347.63,4.55,218,78.65,10.42,4.05,28.79,2
2044,Harmonics,C,223.63,316.26,7.83,128,18.24,10.09,1.43,34.49,4
2045,Harmonics,C,237.0,335.16,12.82,200,10.0,16.53,4.41,35.34,4
2046,Harmonics,B,225.6,319.05,12.36,119,71.07,43.35,3.14,26.72,4
2047,Swell,A,261.61,369.97,4.56,296,51.48,42.12,3.8,39.35,2
2048,Harmonics,A,227.39,321.57,10.63,128,11.48,16.31,4.69,38.52,4
2049,Harmonics,B,227.91,322.31,9.62,199,87.58,32.73,4.71,30.0,4
2050,Transient,B,229.08,424.57,5.94,90,99.55,6.15,4.6,20.08,3
2051,Harmonics,B,228.14,322.64,15.88,289,15.27,47.85,3.45,22.08,4
2052,Normal,C,226.61,320.47,1.65,38,62.81,34.68,1.07,24.84,0
2053,Normal,B,224.35,317.28,1.55,190,13.85,13.9,2.35,35.89,0
2054,Harmonics,C,235.46,332.99,9.56,251,52.56,13.66,1.4,34.87,4
2055,Sag,A,163.04,230.57,2.78,44,23.65,22.52,4.53,21.83,1
2056,Transient,B,238.63,414.51,5.02,212,48.46,24.0,2.01,36.36,3
2057,Swell,A,274.23,387.81,3.95,77,89.39,24.11,2.69,23.22,2
2058,Harmonics,A,235.85,333.55,9.03,209,55.43,25.55,1.7,33.23,4
2059,Normal,B,228.87,323.67,1.31,154,56.74,19.08,3.83,34.47,0
2060,Harmonics,A,226.21,319.9,12.69,182,45.78,47.65,2.0,38.83,4
2061,Harmonics,A,230.46,325.92,8.48,59,78.59,30.2,4.6,20.62,4
2062,Swell,A,258.79,365.99,2.36,46,74.59,16.34,4.79,30.76,2
2063,Harmonics,B,233.88,330.76,8.05,161,61.77,31.96,1.09,23.58,4
2064,Sag,C,151.17,213.78,3.58,86,91.85,9.72,4.96,25.95,1
2065,Sag,C,143.43,202.84,3.47,55,41.79,14.48,4.09,23.54,1
2066,Harmonics,B,223.14,315.56,10.25,31,37.55,25.85,2.99,30.84,4
2067,Normal,B,230.22,325.58,2.74,44,78.52,41.96,3.69,29.83,0
2068,Sag,A,138.84,196.35,2.96,291,49.5,41.93,4.12,30.27,1
2069,Harmonics,A,234.1,331.07,15.69,287,76.35,36.05,3.17,31.32,4
2070,Sag,C,141.52,200.14,2.98,252,51.14,8.06,3.73,20.93,1
2071,Harmonics,C,236.84,334.95,13.89,187,12.58,32.76,2.65,38.44,4
2072,Transient,C,226.04,419.93,3.88,239,78.64,43.1,4.64,38.25,3
2073,Normal,A,234.05,331.0,2.01,112,74.6,31.15,3.0,39.42,0
2074,Harmonics,B,227.63,321.92,17.82,29,22.1,28.28,1.2,37.63,4
2075,Harmonics,C,225.2,318.48,11.1,286,27.22,23.54,1.68,20.44,4
2076,Swell,A,268.04,379.06,4.23,268,78.53,8.62,3.64,25.42,2
2077,Swell,C,290.8,411.26,3.5,256,38.9,16.11,2.64,33.2,2
2078,Sag,C,141.4,199.97,2.96,174,57.43,43.24,1.24,24.55,1
2079,Transient,B,234.89,408.29,6.55,182,17.15,39.2,2.78,34.52,3
2080,Harmonics,C,219.28,310.11,8.39,46,25.71,33.35,3.58,25.62,4
2081,Sag,B,147.82,209.05,2.57,132,19.38,45.34,3.34,38.69,1
2082,Sag,A,135.48,191.6,6.24,199,93.84,29.97,4.71,26.68,1
2083,Harmonics,B,238.3,337.01,14.78,51,79.62,48.3,2.02,36.72,4
2084,Harmonics,B,226.16,319.84,12.8,251,13.54,30.51,3.94,25.07,4
2085,Swell,B,259.6,367.13,3.57,229,26.95,8.0,1.75,28.21,2
2086,Swell,C,291.52,412.28,4.91,200,52.09,24.31,3.58,38.74,2
2087,Transient,B,225.28,433.98,4.29,252,24.86,49.6,2.85,27.9,3
2088,Harmonics,B,225.96,319.56,10.83,183,81.32,38.79,1.15,35.98,4
2089,Sag,A,143.71,203.23,2.02,117,69.52,32.36,1.43,33.12,1
2090,Transient,B,228.15,429.6,5.01,43,48.32,15.4,1.71,39.9,3
2091,Harmonics,C,234.0,330.93,13.6,267,38.57,38.45,3.98,30.0,4
2092,Transient,A,228.32,406.89,6.77,77,50.08,49.25,2.19,24.81,3
2093,Harmonics,A,233.18,329.77,9.62,28,57.03,32.01,2.07,27.67,4
2094,Sag,C,151.67,214.49,3.52,283,98.35,27.18,4.75,30.99,1
2095,Transient,A,230.22,416.28,4.11,249,65.22,7.35,1.41,33.49,3
2096,Normal,B,231.65,327.6,3.08,212,82.19,40.28,1.09,27.67,0
2097,Normal,C,221.04,312.6,2.33,149,75.63,37.24,2.84,33.77,0
2098,Harmonics,C,234.86,332.15,11.08,180,34.46,45.65,4.99,38.39,4
2099,Swell,B,287.8,407.02,3.81,154,70.93,37.07,4.94,30.83,2
2100,Harmonics,B,236.48,334.43,12.57,40,22.41,48.14,2.85,31.32,4
2101,Transient,C,239.79,417.25,4.42,271,48.6,39.3,4.81,39.71,3
2102,Transient,A,233.77,425.99,5.07,65,42.21,33.17,1.64,24.12,3
2103,Sag,A,133.38,188.63,4.0,245,29.88,23.59,1.79,39.08,1
2104,Transient,B,228.06,384.04,7.02,267,95.44,6.46,4.9,37.41,3
2105,Transient,C,231.04,409.71,5.04,178,95.59,34.8,3.05,34.51,3
2106,Harmonics,C,228.19,322.71,13.74,103,38.77,25.85,1.59,27.14,4
2107,Normal,C,232.33,328.57,1.9,231,71.58,29.91,3.73,30.48,0
2108,Transient,B,229.61,397.47,4.34,28,68.99,39.55,2.98,39.83,3
2109,Swell,B,264.56,374.14,2.1,296,60.4,7.03,2.63,28.33,2
2110,Swell,A,286.86,405.68,4.73,253,82.59,45.66,4.16,24.7,2
2111,Normal,C,229.96,325.21,1.4,196,39.63,42.77,4.05,34.42,0
2112,Sag,C,158.8,224.57,2.1,272,96.66,47.08,1.65,20.28,1
2113,Harmonics,A,231.99,328.08,14.2,179,84.3,12.97,1.22,37.01,4
2114,Sag,A,147.06,207.98,2.04,299,67.42,17.71,4.46,27.16,1
2115,Harmonics,B,229.38,324.39,9.27,199,71.95,48.7,3.04,32.77,4
2116,Normal,C,239.85,339.2,1.33,81,82.12,40.39,1.76,33.0,0
2117,Sag,B,131.95,186.61,3.29,73,63.14,46.21,4.34,23.65,1
2118,Normal,A,226.22,319.93,1.51,295,25.18,7.89,2.17,31.64,0
2119,Normal,C,224.85,317.99,2.64,169,15.74,39.82,2.24,20.78,0
2120,Transient,B,229.41,376.93,5.11,251,28.98,38.8,1.6,35.98,3
2121,Transient,B,221.77,401.86,5.31,218,50.45,45.28,4.15,22.53,3
2122,Sag,B,152.9,216.23,4.27,40,17.81,34.23,2.6,31.35,1
2123,Harmonics,A,243.99,345.06,10.0,58,53.08,13.0,4.5,30.52,4
2124,Sag,A,158.21,223.74,1.1,212,18.45,11.64,1.32,37.94,1
2125,Harmonics,C,246.08,348.01,7.38,142,22.33,39.77,4.42,35.69,4
2126,Normal,B,219.73,310.74,1.55,178,17.72,19.74,2.78,29.1,0
2127,Sag,A,159.01,224.87,2.67,262,41.44,46.71,3.02,32.94,1
2128,Transient,C,228.04,369.96,5.06,229,33.95,22.28,3.49,28.8,3
2129,Sag,A,157.83,223.21,1.46,146,12.2,16.31,1.37,26.73,1
2130,Sag,B,153.86,217.59,3.99,202,89.65,22.97,2.6,28.11,1
2131,Normal,A,237.69,336.15,1.36,226,23.7,7.02,2.17,37.33,0
2132,Normal,C,224.35,317.28,2.17,299,24.0,31.51,1.54,33.12,0
2133,Sag,A,141.36,199.92,2.14,227,57.69,11.97,3.45,39.98,1
2134,Swell,C,253.43,358.4,5.48,47,42.18,5.04,4.22,37.79,2
2135,Sag,C,140.18,198.24,3.39,296,29.51,5.28,3.52,32.29,1
2136,Normal,C,238.73,337.62,2.33,223,29.78,36.14,1.81,21.08,0
2137,Transient,A,224.35,369.03,6.19,257,96.39,7.57,1.16,39.74,3
2138,Swell,B,267.47,378.26,2.32,189,50.17,30.27,1.0,22.28,2
2139,Sag,B,154.5,218.49,1.76,27,89.7,38.98,3.39,20.21,1
2140,Harmonics,B,232.0,328.09,12.81,278,49.66,34.7,4.91,39.04,4
2141,Sag,B,141.66,200.34,2.68,121,26.72,19.77,4.57,27.37,1
2142,Swell,A,266.71,377.18,3.9,59,50.93,39.88,1.77,31.25,2
2143,Sag,C,148.27,209.69,2.73,87,76.18,42.5,4.61,31.44,1
2144,Harmonics,B,226.79,320.72,11.41,206,16.38,19.4,2.89,39.96,4
2145,Harmonics,C,234.68,331.89,13.28,296,94.54,34.86,3.02,25.01,4
2146,Normal,C,228.76,323.51,2.42,196,19.3,17.12,3.28,38.94,0
2147,Normal,A,234.2,331.21,1.98,178,24.68,25.57,4.2,25.83,0
2148,Swell,A,264.11,373.51,2.62,99,71.76,34.36,2.66,22.0,2
2149,Swell,A,247.13,349.5,2.17,116,42.55,17.41,4.92,37.42,2
2150,Sag,B,143.68,203.2,2.69,256,43.46,30.77,4.6,28.16,1
2151,Transient,C,224.51,405.21,4.75,259,31.83,29.07,3.74,28.97,3
2152,Swell,A,251.11,355.13,2.61,166,10.3,22.13,3.4,32.58,2
2153,Normal,B,237.22,335.49,1.98,43,88.11,35.33,3.66,31.95,0
2154,Normal,B,229.72,324.87,1.48,10,65.48,46.55,1.38,30.06,0
2155,Transient,C,226.45,423.32,4.53,45,15.73,7.96,1.17,28.18,3
2156,Normal,C,236.79,334.87,2.53,91,71.64,26.0,2.35,32.38,0
2157,Harmonics,C,224.02,316.82,8.79,125,64.0,32.47,3.05,27.76,4
2158,Transient,C,230.97,371.2,4.92,93,96.8,12.76,1.97,29.27,3
2159,Swell,A,251.99,356.37,2.73,246,36.56,24.0,2.95,31.88,2
2160,Normal,C,232.75,329.15,1.37,169,57.41,42.78,1.48,22.25,0
2161,Sag,A,132.07,186.77,3.36,105,62.71,31.36,2.98,26.22,1
2162,Swell,B,271.04,383.32,2.76,190,70.8,18.31,2.4,28.71,2
2163,Sag,C,132.01,186.69,2.33,297,48.35,42.23,1.67,37.01,1
2164,Sag,A,162.94,230.43,3.4,136,66.04,9.18,3.48,25.51,1
2165,Swell,A,245.87,347.72,5.64,153,16.51,45.2,3.45,22.31,2
2166,Sag,B,164.4,232.49,3.09,92,66.91,38.56,2.18,32.45,1
2167,Harmonics,A,223.92,316.67,11.32,42,53.76,31.87,1.99,35.43,4
2168,Transient,A,229.22,402.08,6.87,109,98.66,8.34,3.78,28.75,3
2169,Harmonics,C,220.35,311.62,11.3,72,93.73,21.15,4.22,29.97,4
2170,Transient,B,231.57,413.73,7.38,62,26.9,28.93,1.94,37.08,3
2171,Transient,C,224.45,384.78,2.63,129,81.79,20.74,2.89,35.71,3
2172,Transient,C,229.45,400.97,2.89,164,57.69,17.3,4.18,20.16,3
2173,Sag,B,144.16,203.88,4.49,253,64.02,23.44,4.61,38.24,1
2174,Swell,A,287.38,406.42,2.67,276,68.85,32.92,3.82,21.65,2
2175,Normal,C,236.78,334.85,1.43,281,10.57,36.98,2.94,39.0,0
2176,Normal,C,232.18,328.35,2.4,26,38.1,17.15,4.61,20.94,0
2177,Swell,A,270.03,381.88,2.88,53,77.02,17.17,3.51,38.35,2
2178,Transient,C,231.47,406.37,8.69,208,15.6,8.94,2.73,26.42,3
2179,Harmonics,B,227.5,321.74,8.56,241,19.22,36.94,2.45,21.71,4
2180,Normal,C,230.09,325.4,1.55,205,25.73,33.17,2.55,21.12,0
2181,Sag,A,151.4,214.12,2.34,89,91.79,47.76,2.08,35.08,1
2182,Normal,B,228.21,322.73,1.7,67,83.09,21.14,1.67,21.84,0
2183,Transient,C,228.63,395.94,7.25,75,56.97,47.88,3.42,32.12,3
2184,Normal,A,225.27,318.58,2.21,182,47.29,27.6,3.09,23.88,0
2185,Transient,A,236.5,382.15,6.41,135,38.97,41.68,3.2,37.38,3
2186,Swell,B,277.32,392.19,3.37,181,34.18,11.95,3.14,35.0,2
2187,Transient,A,233.81,423.28,2.22,150,78.34,9.03,2.97,38.02,3
2188,Normal,C,225.57,319.0,1.96,267,26.61,20.6,3.65,29.64,0
2189,Swell,C,267.96,378.96,4.13,217,78.14,15.22,3.65,27.84,2
2190,Swell,A,282.54,399.58,2.37,224,76.76,48.75,3.4,24.83,2
2191,Harmonics,B,223.55,316.15,6.54,199,54.92,6.21,1.6,24.67,4
2192,Sag,A,138.01,195.18,1.97,71,31.22,45.26,1.18,24.04,1
2193,Harmonics,A,230.89,326.53,13.59,287,33.46,45.09,2.22,33.03,4
2194,Transient,B,230.11,411.36,6.65,40,91.52,48.79,4.11,23.9,3
2195,Swell,B,267.79,378.72,2.98,87,48.42,18.2,3.56,28.31,2
2196,Harmonics,B,239.65,338.91,12.2,41,16.31,18.3,3.77,20.69,4
2197,Transient,A,227.91,427.42,5.11,208,81.65,8.79,3.1,24.18,3
2198,Harmonics,B,239.65,338.92,7.99,235,75.5,23.43,3.53,31.54,4
2199,Sag,A,194.79,275.48,3.58,27,80.39,33.62,2.98,32.05,1
2200,Transient,B,230.63,409.55,6.55,292,37.02,10.33,3.93,39.57,3
2201,Transient,C,221.29,418.13,3.78,179,72.62,47.89,4.85,31.11,3
2202,Transient,C,229.64,411.58,3.6,81,70.15,18.96,1.2,36.64,3
2203,Sag,B,159.14,225.06,2.97,96,63.87,44.49,5.0,36.99,1
2204,Sag,B,160.72,227.29,4.33,256,30.57,27.22,4.54,21.56,1
2205,Swell,A,276.42,390.92,2.21,261,51.29,32.61,1.99,26.01,2
2206,Swell,A,257.92,364.76,5.13,69,59.92,22.84,2.86,24.17,2
2207,Sag,C,140.32,198.45,2.7,139,12.08,19.21,1.74,38.63,1
2208,Transient,C,234.69,395.92,6.45,258,84.25,38.12,3.12,20.52,3
2209,Harmonics,B,228.21,322.73,13.55,257,19.49,40.87,4.81,21.2,4
2210,Swell,C,265.05,374.84,2.32,162,80.47,35.19,3.39,23.84,2
2211,Swell,C,269.58,381.25,3.23,16,47.25,40.02,2.13,23.64,2
2212,Sag,A,144.25,204.0,2.07,204,65.96,41.78,3.61,28.48,1
2213,Transient,A,231.41,409.18,4.33,213,44.79,15.71,4.35,37.17,3
2214,Swell,B,280.37,396.5,2.77,65,85.29,18.28,2.14,35.86,2
2215,Sag,A,135.83,192.09,3.58,252,20.93,5.15,4.67,26.1,1
2216,Transient,C,226.56,361.65,4.01,46,44.31,32.21,3.8,31.88,3
2217,Swell,A,271.77,384.34,3.73,188,51.78,19.76,2.62,36.45,2
2218,Harmonics,C,225.38,318.74,7.18,129,64.63,26.27,2.11,28.08,4
2219,Sag,C,140.96,199.35,2.29,226,33.05,23.92,4.34,35.42,1
2220,Swell,C,263.11,372.1,4.38,98,24.1,36.89,3.16,37.09,2
2221,Swell,A,270.39,382.39,3.02,295,65.9,26.67,4.96,28.94,2
2222,Normal,A,234.02,330.96,1.75,248,35.1,47.71,2.44,20.07,0
2223,Normal,C,234.7,331.91,1.64,271,64.73,27.54,2.53,37.97,0
2224,Swell,A,273.91,387.36,3.59,247,63.6,32.41,1.87,33.02,2
2225,Sag,A,136.19,192.6,4.15,222,78.23,6.52,3.2,39.39,1
2226,Sag,C,144.56,204.45,3.45,187,44.66,10.07,4.79,30.6,1
2227,Sag,B,142.89,202.08,1.59,243,88.68,10.14,3.41,28.03,1
2228,Transient,B,232.61,407.58,4.2,103,10.23,21.88,1.45,28.32,3
2229,Sag,A,130.64,184.75,1.26,160,71.54,7.78,2.88,25.33,1
2230,Transient,B,224.64,379.14,6.98,247,68.48,43.11,2.25,31.56,3
2231,Swell,C,255.07,360.72,2.51,102,78.4,14.5,4.81,35.67,2
2232,Sag,A,148.34,209.78,2.02,153,69.37,19.86,3.63,24.9,1
2233,Transient,C,230.74,447.23,5.04,49,81.45,47.67,4.56,26.43,3
2234,Transient,C,231.27,399.43,5.89,143,47.23,33.51,4.41,29.33,3
2235,Normal,B,226.6,320.47,2.13,140,64.83,32.43,2.19,36.68,0
2236,Sag,C,142.96,202.18,3.11,67,70.35,14.8,3.71,21.82,1
2237,Transient,B,241.99,416.47,5.03,236,68.54,35.41,3.5,32.46,3
2238,Normal,B,220.26,311.5,1.77,121,69.14,18.3,2.85,37.63,0
2239,Harmonics,B,232.46,328.75,9.09,186,11.83,42.97,4.71,24.76,4
2240,Transient,B,236.71,394.59,7.66,244,40.95,43.04,1.35,37.16,3
2241,Transient,B,237.16,393.31,4.67,85,89.33,46.72,4.42,36.6,3
2242,Harmonics,C,233.2,329.79,11.97,230,69.58,25.36,4.6,33.91,4
2243,Normal,C,226.29,320.02,1.99,298,48.37,37.06,3.58,23.7,0
2244,Transient,A,226.4,388.83,6.71,139,24.56,36.16,4.9,32.24,3
2245,Swell,C,286.29,404.88,3.51,132,69.95,46.07,3.13,25.77,2
2246,Harmonics,B,230.83,326.44,7.11,171,19.55,22.41,2.83,32.57,4
2247,Harmonics,B,223.22,315.68,8.34,10,12.04,31.55,4.11,35.76,4
2248,Swell,C,271.78,384.36,2.64,283,95.8,16.15,1.98,23.72,2
2249,Transient,A,238.37,386.88,5.45,288,22.57,7.05,3.17,35.88,3
2250,Swell,A,268.72,380.03,4.38,262,42.58,19.14,3.85,23.23,2
2251,Swell,C,276.16,390.55,3.63,50,80.46,35.28,2.99,34.37,2
2252,Harmonics,A,232.11,328.25,7.61,248,56.06,39.31,1.63,35.27,4
2253,Harmonics,C,230.24,325.61,13.43,92,54.15,35.67,1.34,23.57,4
2254,Swell,B,268.3,379.44,4.27,30,96.76,36.02,2.57,34.03,2
2255,Harmonics,B,231.24,327.03,9.2,238,42.78,27.53,4.62,32.63,4
2256,Normal,A,233.07,329.62,1.14,195,49.36,26.23,2.99,37.68,0
2257,Normal,A,232.98,329.48,1.71,26,93.79,47.71,4.8,38.87,0
2258,Harmonics,A,229.36,324.36,7.24,36,35.99,16.89,2.21,31.11,4
2259,Transient,A,228.64,386.67,4.32,97,27.38,42.7,1.25,25.97,3
2260,Swell,A,268.5,379.72,0.93,230,79.0,40.37,2.84,20.39,2
2261,Harmonics,C,233.37,330.03,5.03,130,27.12,10.53,1.56,23.7,4
2262,Harmonics,B,229.57,324.66,10.2,254,43.91,8.5,2.6,31.88,4
2263,Sag,A,153.59,217.22,4.26,35,34.02,22.59,1.98,24.86,1
2264,Sag,C,167.09,236.29,5.05,126,86.28,33.44,1.66,26.29,1
2265,Normal,B,228.22,322.75,1.27,263,98.27,33.2,4.53,26.58,0
2266,Sag,B,141.93,200.72,3.19,262,49.2,48.47,1.78,20.68,1
2267,Swell,B,262.29,370.94,1.87,208,56.47,9.35,3.98,22.19,2
2268,Harmonics,B,231.72,327.7,9.71,205,36.28,33.39,1.02,32.09,4
2269,Sag,C,150.03,212.17,1.7,86,59.99,17.16,4.75,20.26,1
2270,Transient,C,230.88,408.89,1.49,48,38.91,5.68,3.92,34.22,3
2271,Swell,B,260.42,368.28,2.92,82,52.37,45.29,3.24,25.84,2
2272,Normal,C,227.5,321.74,1.46,63,42.03,6.88,2.12,25.9,0
2273,Transient,A,226.38,359.46,3.63,193,84.32,29.34,2.91,32.99,3
2274,Harmonics,B,228.56,323.24,10.74,153,26.41,28.75,1.03,22.44,4
2275,Transient,A,225.82,416.09,6.63,130,55.19,40.14,1.88,37.43,3
2276,Harmonics,C,226.26,319.99,8.4,281,71.17,27.05,1.44,38.25,4
2277,Swell,B,248.44,351.34,4.29,196,73.68,41.61,1.5,29.89,2
2278,Transient,B,228.37,443.5,4.69,39,43.57,18.1,4.47,34.92,3
2279,Transient,B,236.63,393.88,2.17,229,14.86,43.94,3.05,32.38,3
2280,Transient,B,233.89,390.4,2.58,58,46.5,20.05,2.38,35.21,3
2281,Normal,A,235.53,333.1,1.44,258,68.9,33.13,4.62,38.15,0
2282,Normal,A,232.91,329.38,2.09,61,13.68,48.63,4.67,27.62,0
2283,Normal,B,222.47,314.62,2.37,65,95.59,34.07,3.71,22.06,0
2284,Harmonics,C,229.4,324.42,10.1,222,21.26,46.1,3.96,27.3,4
2285,Swell,B,280.88,397.22,4.52,263,16.17,21.58,4.85,20.3,2
2286,Swell,B,255.33,361.09,4.66,103,25.83,46.31,1.98,24.88,2
2287,Transient,A,228.28,418.6,5.84,25,84.74,11.64,3.19,34.22,3
2288,Normal,C,225.82,319.36,2.96,55,51.21,27.84,1.42,20.68,0
2289,Normal,A,237.72,336.19,2.47,285,30.1,47.4,3.79,24.74,0
2290,Transient,A,226.06,353.76,6.57,226,62.58,33.52,3.87,20.38,3
2291,Swell,B,257.6,364.3,3.65,268,56.56,22.52,3.37,30.32,2
2292,Harmonics,B,230.1,325.41,13.78,125,81.54,33.31,3.08,39.41,4
2293,Normal,B,229.82,325.02,1.85,112,86.93,11.74,4.78,30.15,0
2294,Sag,C,139.46,197.22,2.9,85,18.53,44.46,1.12,39.45,1
2295,Transient,A,234.37,408.68,3.95,206,47.61,7.98,2.26,26.3,3
2296,Normal,B,230.93,326.59,2.64,174,54.36,36.4,1.14,35.25,0
2297,Transient,A,225.5,393.77,2.64,48,79.53,26.65,4.16,21.47,3
2298,Harmonics,A,224.19,317.05,8.59,110,91.51,16.51,4.05,34.21,4
2299,Normal,A,225.14,318.4,0.86,47,80.19,46.67,3.87,39.46,0
2300,Normal,A,217.36,307.39,2.52,142,37.81,42.98,1.87,20.3,0
2301,Normal,A,227.8,322.16,2.64,14,99.3,26.63,3.56,37.52,0
2302,Swell,A,257.53,364.21,3.87,80,88.38,5.9,1.22,38.37,2
2303,Sag,C,155.21,219.5,3.21,221,86.16,19.39,2.75,29.41,1
2304,Harmonics,A,235.22,332.65,7.73,26,38.42,32.52,1.53,25.06,4
2305,Harmonics,B,238.07,336.69,9.83,145,18.74,48.88,1.95,32.56,4
2306,Sag,A,149.06,210.81,2.34,115,85.3,12.34,1.09,38.16,1
2307,Harmonics,A,234.96,332.28,10.4,261,20.49,39.88,4.02,32.09,4
2308,Transient,A,226.41,388.25,7.29,139,62.55,7.97,1.54,33.27,3
2309,Transient,B,222.6,409.64,6.35,152,10.58,11.78,2.69,36.05,3
2310,Transient,B,234.69,412.96,6.34,16,15.26,26.88,2.1,27.96,3
2311,Swell,A,276.88,391.57,2.67,108,49.63,34.15,3.81,23.52,2
2312,Swell,C,282.66,399.75,3.1,143,90.54,13.34,1.16,23.17,2
2313,Normal,A,238.07,336.68,2.45,196,54.79,19.96,3.52,20.87,0
2314,Transient,A,224.62,414.12,8.64,225,30.41,24.04,3.35,24.33,3
2315,Harmonics,A,236.83,334.92,10.99,75,51.16,14.7,4.46,31.72,4
2316,Normal,A,225.12,318.37,1.8,25,37.15,44.04,3.02,37.71,0
2317,Transient,C,228.22,404.9,4.63,130,36.09,18.79,1.64,30.16,3
2318,Swell,A,262.48,371.2,4.4,50,76.87,32.23,4.69,23.24,2
2319,Normal,C,234.05,331.0,2.47,292,11.95,31.73,4.45,31.69,0
2320,Harmonics,C,237.38,335.7,8.53,297,18.78,28.61,2.05,27.49,4
2321,Sag,C,137.11,193.91,1.58,12,96.4,25.54,3.28,29.06,1
2322,Transient,A,232.21,417.43,3.39,18,68.28,24.7,1.38,34.81,3
2323,Transient,A,229.29,382.77,5.98,212,31.8,12.78,4.29,35.97,3
2324,Normal,C,233.28,329.91,2.0,31,26.28,13.33,1.65,35.78,0
2325,Swell,B,271.09,383.38,2.43,64,99.19,12.77,4.01,35.83,2
2326,Transient,A,228.46,381.77,7.37,156,97.56,29.19,2.99,23.75,3
2327,Swell,A,261.62,369.99,5.25,110,91.58,5.1,2.07,36.0,2
2328,Swell,A,280.43,396.59,4.28,220,36.61,46.04,3.97,27.9,2
2329,Swell,A,285.45,403.69,2.52,133,62.73,28.41,2.28,34.99,2
2330,Swell,B,265.24,375.1,3.61,33,77.75,7.08,1.6,22.11,2
2331,Transient,C,216.86,404.27,6.95,83,53.82,41.2,3.83,35.91,3
2332,Sag,C,142.73,201.84,4.22,62,62.48,25.77,3.63,36.32,1
2333,Harmonics,A,230.14,325.46,12.78,198,46.39,15.37,1.93,33.25,4
2334,Harmonics,A,236.43,334.36,13.29,27,14.86,28.97,1.76,32.65,4
2335,Transient,C,221.58,414.62,6.6,165,60.98,44.92,2.29,24.96,3
2336,Harmonics,C,232.26,328.46,7.95,57,25.84,17.68,1.83,39.43,4
2337,Harmonics,B,225.96,319.55,10.97,91,59.32,39.81,3.7,25.89,4
2338,Normal,B,241.58,341.65,1.71,66,35.52,46.19,2.85,32.94,0
2339,Transient,C,222.06,408.48,7.15,166,44.95,43.01,1.02,30.4,3
2340,Swell,A,273.33,386.55,3.83,265,66.74,5.65,4.39,34.46,2
2341,Harmonics,A,227.72,322.04,10.78,166,95.63,30.31,4.84,37.85,4
2342,Harmonics,A,233.65,330.43,9.16,202,82.25,39.17,3.91,27.51,4
2343,Transient,A,233.41,383.69,4.39,195,24.42,40.03,2.2,24.22,3
2344,Normal,B,227.4,321.6,2.54,296,34.08,29.5,4.22,26.22,0
2345,Transient,B,231.54,392.27,5.56,167,81.38,48.31,1.93,27.35,3
2346,Sag,A,146.84,207.67,3.95,124,27.22,16.55,1.5,34.27,1
2347,Swell,A,270.4,382.4,1.98,91,93.11,18.25,4.55,29.95,2
2348,Harmonics,A,231.89,327.94,9.34,85,77.16,20.51,3.99,38.15,4
2349,Harmonics,C,231.94,328.01,18.94,263,14.06,30.81,1.72,39.88,4
2350,Transient,A,231.23,390.69,4.19,100,19.91,35.14,4.12,34.52,3
2351,Transient,C,230.71,382.02,6.16,39,11.71,23.64,2.07,23.97,3
2352,Harmonics,C,227.38,321.57,12.2,132,42.88,7.67,4.32,23.42,4
2353,Transient,B,230.86,410.39,5.63,20,66.21,29.6,1.83,32.86,3
2354,Normal,B,227.2,321.31,1.78,94,92.69,9.98,4.47,30.88,0
2355,Swell,B,282.7,399.79,4.83,44,62.92,41.88,4.43,36.01,2
2356,Normal,B,229.26,324.22,2.44,48,70.76,30.23,2.42,31.38,0
2357,Sag,A,155.74,220.25,3.36,120,29.81,18.51,4.79,25.26,1
2358,Swell,A,267.64,378.51,4.66,16,37.02,36.89,1.41,28.94,2
2359,Normal,C,222.49,314.65,2.03,166,61.58,9.08,4.72,32.51,0
2360,Normal,B,231.21,326.99,2.54,270,81.25,13.34,4.26,32.29,0
2361,Sag,B,148.68,210.26,3.18,268,86.53,49.13,4.9,35.45,1
2362,Sag,B,159.12,225.02,4.05,163,60.6,46.6,3.98,27.81,1
2363,Normal,C,235.47,333.0,2.8,46,87.53,40.69,2.26,27.1,0
2364,Sag,C,141.86,200.62,2.98,98,78.28,34.94,2.19,22.34,1
2365,Normal,C,228.25,322.79,2.09,115,92.13,43.02,3.93,34.68,0
2366,Swell,B,271.54,384.01,3.25,162,24.25,44.62,1.96,39.4,2
2367,Sag,A,148.67,210.26,2.94,110,12.36,47.65,3.88,21.65,1
